Country,Count
578ffbd17eb951401527b588,1
578ffbd27eb951401527b58a,1
578ffbd47eb951401527b58c,1
578ffbda7eb951401527b58e,1
578ffbe27eb951401527b590,1
578ffbe77eb951401527b592,1
578ffbe87eb951401527b594,1
578ffbf27eb951401527b596,1
578ffbf87eb951401527b598,1
578ffbfc7eb951401527b59a,1
578ffbfd7eb951401527b59c,1
578ffbff7eb951401527b59e,1
578ffbff7eb951401527b5a0,1
578ffbff7eb951401527b5a2,1
578ffc077eb951401527b5a4,1
578ffc077eb951401527b5a6,1
578ffc087eb951401527b5a8,1
578ffc0e7eb951401527b5aa,1
578ffc0e7eb951401527b5ac,1
578ffc127eb951401527b5ae,1
578ffc147eb951401527b5b0,1
578ffc147eb951401527b5b2,1
578ffc167eb951401527b5b4,1
578ffc187eb951401527b5b6,1
578ffc1a7eb951401527b5b8,1
578ffc1b7eb951401527b5ba,1
578ffc1c7eb951401527b5bc,1
578ffc227eb951401527b5be,1
578ffc287eb951401527b5c0,1
578ffc2a7eb951401527b5c2,1
578ffc2c7eb951401527b5c4,1
578ffc2d7eb951401527b5c6,1
578ffc2f7eb951401527b5c8,1
578ffc307eb951401527b5ca,1
578ffc337eb951401527b5cc,1
578ffc337eb951401527b5ce,1
578ffc3c7eb951401527b5d0,1
578ffc447eb951401527b5d2,1
578ffc457eb951401527b5d4,1
578ffc477eb951401527b5d6,1
578ffc4a7eb951401527b5d8,1
578ffc547eb951401527b5da,1
578ffc557eb951401527b5dc,1
578ffc557eb951401527b5de,1
578ffc577eb951401527b5e0,1
578ffc587eb951401527b5e2,1
578ffc597eb951401527b5e4,1
578ffc5b7eb951401527b5e6,1
578ffc5e7eb951401527b5e8,1
578ffc5f7eb951401527b5ea,1
578ffc637eb951401527b5ec,1
578ffc637eb951401527b5ee,1
578ffc657eb951401527b5f0,1
578ffc657eb951401527b5f2,1
578ffc6a7eb951401527b5f4,1
578ffc6a7eb951401527b5f6,1
578ffc6e7eb951401527b5fa,1
578ffc727eb951401527b5fc,1
578ffc777eb951401527b5fe,1
578ffc7b7eb951401527b600,1
578ffc847eb951401527b602,1
578ffc887eb951401527b604,1
2.,7
Tony,1
Hawk's,1
>,10
American,2
Wasteland,1
1.,7
FIFA,34
(1997-2016),1
"https://t.co/x4Ya5hOGAC""",1
578ffc8d7eb951401527b606,1
578ffc907eb951401527b608,1
578ffc917eb951401527b60a,1
578ffc917eb951401527b60c,1
578ffc927eb951401527b60e,1
578ffc937eb951401527b610,1
578ffc957eb951401527b612,1
578ffc967eb951401527b614,1
578ffc977eb951401527b616,1
578ffc987eb951401527b618,1
578ffc9a7eb951401527b61a,1
578ffc9a7eb951401527b61c,1
Lionel,1
Messi:,1
5,21
Ballon,1
d'Ors,1
3,9
Golden,4
Boot,3
2,4
UEFA,10
best,7
player,7
1,5
World,2
Cup's,1
578ffc9e7eb951401527b61e,1
578ffca27eb951401527b620,1
578ffca37eb951401527b622,1
578ffca77eb951401527b624,1
578ffcaf7eb951401527b626,1
578ffcaf7eb951401527b628,1
578ffcb77eb951401527b62a,1
578ffcb77eb951401527b62c,1
578ffcbb7eb951401527b62e,1
578ffcc37eb951401527b630,1
578ffcc47eb951401527b632,1
578ffcc57eb951401527b634,1
578ffccb7eb951401527b636,1
578ffccb7eb951401527b638,1
578ffccd7eb951401527b63a,1
578ffcce7eb951401527b63c,1
All,1
Chelsea,1
Fans,1
after,8
thinking,1
578ffcd37eb951401527b63e,1
I,52
do,9
that,86
all,6
time,3
fifa,3
"lmao""",1
578ffcd47eb951401527b640,1
578ffcda7eb951401527b642,1
578ffcdb7eb951401527b644,1
578ffce07eb951401527b646,1
578ffce07eb951401527b648,1
578ffce67eb951401527b64a,1
578ffce77eb951401527b64c,1
578ffcf17eb951401527b64e,1
578ffcf37eb951401527b650,1
578ffcf67eb951401527b652,1
578ffcf67eb951401527b654,1
578ffcf87eb951401527b656,1
578ffcfb7eb951401527b658,1
578ffcfc7eb951401527b65a,1
578ffcfe7eb951401527b65c,1
578ffcff7eb951401527b65e,1
578ffcff7eb951401527b660,1
578ffd007eb951401527b662,1
578ffd007eb951401527b664,1
#LOI,1
#UCL,7
"https://t.co/gLIxk7d8Yh""",1
578ffd0a7eb951401527b666,1
578ffd0e7eb951401527b668,1
578ffd0f7eb951401527b66a,1
578ffd147eb951401527b66c,1
578ffd197eb951401527b66e,1
578ffd197eb951401527b670,1
578ffd1a7eb951401527b672,1
578ffd1c7eb951401527b674,1
578ffd1d7eb951401527b676,1
578ffd217eb951401527b678,1
578ffd227eb951401527b67a,1
578ffd247eb951401527b67c,1
578ffd267eb951401527b67e,1
578ffd267eb951401527b680,1
578ffd277eb951401527b682,1
578ffd277eb951401527b684,1
578ffd287eb951401527b686,1
578ffd287eb951401527b688,1
578ffd297eb951401527b68a,1
578ffd297eb951401527b68c,1
578ffd2b7eb951401527b68e,1
578ffd2c7eb951401527b690,1
578ffd2d7eb951401527b692,1
578ffd2d7eb951401527b694,1
578ffd2f7eb951401527b696,1
578ffd2f7eb951401527b698,1
578ffd327eb951401527b69a,1
578ffd377eb951401527b69c,1
Via,5
News,5
Break:,5
https://t.co/FOOizYUzBg,1
"https://t.co/fLJTWMjKBV""",1
578ffd387eb951401527b69e,1
578ffd397eb951401527b6a0,1
578ffd3c7eb951401527b6a2,1
578ffd3d7eb951401527b6a4,1
578ffd3f7eb951401527b6a6,1
578ffd3f7eb951401527b6a8,1
578ffd417eb951401527b6aa,1
578ffd427eb951401527b6ac,1
578ffd437eb951401527b6ae,1
578ffd457eb951401527b6b0,1
578ffd477eb951401527b6b2,1
578ffd477eb951401527b6b4,1
578ffd4a7eb951401527b6b6,1
578ffd4a7eb951401527b6b8,1
578ffd4b7eb951401527b6ba,1
578ffd4d7eb951401527b6bc,1
578ffd4e7eb951401527b6be,1
578ffd4e7eb951401527b6c0,1
578ffd4f7eb951401527b6c2,1
578ffd507eb951401527b6c4,1
578ffd517eb951401527b6c6,1
578ffd537eb951401527b6c8,1
578ffd547eb951401527b6ca,1
578ffd557eb951401527b6cc,1
Retweet/Follow,17
for,46
a,100
chance,17
to,126
win!,17
WINNERS,17
💪😜,17
#FIFA17,18
#HYPEEEEE,17
🤓,17
578ffd577eb951401527b6ce,1
578ffd587eb951401527b6d0,1
578ffd587eb951401527b6d2,1
578ffd597eb951401527b6d4,1
578ffd597eb951401527b6d6,1
578ffd597eb951401527b6d8,1
578ffd597eb951401527b6da,1
578ffd5a7eb951401527b6dc,1
578ffd5c7eb951401527b6de,1
578ffd5c7eb951401527b6e0,1
578ffd5c7eb951401527b6e2,1
578ffd607eb951401527b6e4,1
578ffd627eb951401527b6e6,1
578ffd627eb951401527b6e8,1
578ffd637eb951401527b6ea,1
578ffd647eb951401527b6ec,1
578ffd647eb951401527b6ee,1
578ffd657eb951401527b6f0,1
578ffd657eb951401527b6f2,1
578ffd667eb951401527b6f4,1
578ffd677eb951401527b6f6,1
578ffd687eb951401527b6f8,1
578ffd687eb951401527b6fa,1
578ffd697eb951401527b6fc,1
578ffd6a7eb951401527b6fe,1
578ffd6d7eb951401527b700,1
578ffd6f7eb951401527b702,1
578ffd6f7eb951401527b704,1
578ffd6f7eb951401527b706,1
578ffd707eb951401527b708,1
578ffd727eb951401527b70a,1
578ffd737eb951401527b70c,1
578ffd757eb951401527b70e,1
578ffd767eb951401527b710,1
578ffd777eb951401527b712,1
578ffd797eb951401527b714,1
578ffd797eb951401527b716,1
578ffd7c7eb951401527b718,1
578ffd7e7eb951401527b71a,1
578ffd817eb951401527b71c,1
578ffd847eb951401527b71e,1
578ffd867eb951401527b720,1
578ffd887eb951401527b722,1
578ffd897eb951401527b724,1
578ffd8c7eb951401527b726,1
578ffd8e7eb951401527b728,1
578ffd917eb951401527b72a,1
578ffd937eb951401527b72c,1
578ffd9b7eb951401527b72e,1
578ffd9c7eb951401527b730,1
578ffd9d7eb951401527b732,1
578ffd9d7eb951401527b734,1
578ffd9f7eb951401527b736,1
578ffda17eb951401527b738,1
578ffda87eb951401527b73a,1
578ffda97eb951401527b73c,1
578ffda97eb951401527b73e,1
578ffdac7eb951401527b740,1
578ffdad7eb951401527b742,1
578ffdb07eb951401527b744,1
578ffdb17eb951401527b746,1
578ffdb17eb951401527b748,1
578ffdb57eb951401527b74a,1
578ffdb87eb951401527b74c,1
578ffdb97eb951401527b74e,1
Mafia,1
III,1
2K17,1
Watch,28
Dogs,1
"2""",2
578ffdbf7eb951401527b750,1
578ffdbf7eb951401527b752,1
578ffdc17eb951401527b754,1
578ffdc57eb951401527b756,1
578ffdc67eb951401527b758,1
578ffdca7eb951401527b75a,1
MUST,5
ASK,2
FOR,6
PERMISSION,2
TO,4
USE!!!,2
RTS,2
AND,9
LIKES,2
APPRECIATED,2
:),3
TAG,2
FRIENDS!,2
"htt…""",23
578ffdce7eb951401527b75c,1
578ffdcf7eb951401527b75e,1
578ffdd07eb951401527b760,1
578ffdd27eb951401527b762,1
578ffdd37eb951401527b764,1
578ffddb7eb951401527b766,1
578ffddc7eb951401527b768,1
578ffddd7eb951401527b76a,1
578ffddf7eb951401527b76c,1
578ffde37eb951401527b76e,1
578ffde87eb951401527b770,1
578ffde87eb951401527b772,1
578ffdeb7eb951401527b774,1
578ffdf37eb951401527b776,1
578ffdf47eb951401527b778,1
578ffdf67eb951401527b77a,1
578ffdf97eb951401527b77c,1
578ffdf97eb951401527b77e,1
578ffdfa7eb951401527b780,1
578ffdfe7eb951401527b782,1
578ffdfe7eb951401527b784,1
578ffdff7eb951401527b786,1
578ffe027eb951401527b788,1
578ffe027eb951401527b78a,1
578ffe047eb951401527b78c,1
578ffe047eb951401527b78e,1
578ffe047eb951401527b790,1
578ffe067eb951401527b792,1
578ffe067eb951401527b794,1
578ffe0d7eb951401527b796,1
578ffe107eb951401527b798,1
578ffe117eb951401527b79a,1
578ffe167eb951401527b79c,1
578ffe1a7eb951401527b79e,1
578ffe1a7eb951401527b7a0,1
578ffe1f7eb951401527b7a2,1
578ffe217eb951401527b7a4,1
578ffe247eb951401527b7a6,1
578ffe287eb951401527b7a8,1
578ffe2e7eb951401527b7aa,1
578ffe337eb951401527b7ac,1
578ffe357eb951401527b7ae,1
578ffe367eb951401527b7b0,1
action,1
have,41
your,13
say:,1
https://t.co/HAcfA9I8Hl,1
"https://t.co/bLesc3…""",1
578ffe377eb951401527b7b2,1
578ffe3a7eb951401527b7b4,1
578ffe3a7eb951401527b7b6,1
578ffe3a7eb951401527b7b8,1
578ffe3c7eb951401527b7ba,1
578ffe407eb951401527b7bc,1
578ffe427eb951401527b7be,1
578ffe497eb951401527b7c0,1
578ffe4b7eb951401527b7c2,1
578ffe527eb951401527b7c4,1
578ffe567eb951401527b7c6,1
578ffe597eb951401527b7c8,1
578ffe5b7eb951401527b7ca,1
578ffe5f7eb951401527b7cc,1
578ffe637eb951401527b7ce,1
578ffe667eb951401527b7d0,1
578ffe697eb951401527b7d2,1
578ffe697eb951401527b7d4,1
578ffe6a7eb951401527b7d6,1
578ffe6c7eb951401527b7d8,1
578ffe6d7eb951401527b7da,1
578ffe6e7eb951401527b7dc,1
578ffe6f7eb951401527b7de,1
578ffe707eb951401527b7e0,1
578ffe747eb951401527b7e2,1
578ffe767eb951401527b7e4,1
578ffe767eb951401527b7e6,1
578ffe797eb951401527b7e8,1
578ffe7d7eb951401527b7ea,1
578ffe827eb951401527b7ec,1
578ffe897eb951401527b7ee,1
578ffe8a7eb951401527b7f0,1
578ffe8a7eb951401527b7f2,1
578ffe8c7eb951401527b7f4,1
578ffe917eb951401527b7f6,1
Le,1
Guen,1
was,13
fired,1
by,16
Oman,1
(FIFA,1
Ranking,1
-,63
106th).,1
"ht…""",20
578ffe9d7eb951401527b7f8,1
578ffe9f7eb951401527b7fa,1
578ffe9f7eb951401527b7fc,1
578ffe9f7eb951401527b7fe,1
578ffea27eb951401527b800,1
578ffea37eb951401527b802,1
578ffea47eb951401527b804,1
"https://t.co/U8ikA1IGmL""",1
578ffea97eb951401527b806,1
578ffeab7eb951401527b808,1
579652c1c381590a1c83ba70,1
579652c2c381590a1c83ba72,1
579652c2c381590a1c83ba74,1
579652c2c381590a1c83ba76,1
579652c2c381590a1c83ba78,1
579652c2c381590a1c83ba7a,1
579652c2c381590a1c83ba7c,1
579652c2c381590a1c83ba7e,1
579652c2c381590a1c83ba80,1
579652c2c381590a1c83ba82,1
579652c2c381590a1c83ba84,1
579652c2c381590a1c83ba86,1
579652c3c381590a1c83ba88,1
learn,28
here,98
https://t.co/6cfMKAAE0L,1
"https://t.co/FwElCRfIvk""",1
579652c3c381590a1c83ba8a,1
579652c3c381590a1c83ba8c,1
579652c3c381590a1c83ba8e,1
579652c4c381590a1c83ba90,1
https://t.co/aWl5IK28ma,1
"https://t.co/rHlQQicUZt""",1
579652c4c381590a1c83ba92,1
579652c5c381590a1c83ba94,1
579652c5c381590a1c83ba96,1
579652c6c381590a1c83ba98,1
Click,26
579652c6c381590a1c83ba9a,1
579652c7c381590a1c83ba9c,1
579652c8c381590a1c83ba9e,1
579652cac381590a1c83baa0,1
Find,29
my,41
name,23
https://t.co/GSBMECI8K1,1
"https://t.co/3yfMblZqU5""",1
579652cac381590a1c83baa2,1
579652cbc381590a1c83baa4,1
579652cdc381590a1c83baa6,1
579652cfc381590a1c83baa8,1
Go,36
link,23
579652cfc381590a1c83baaa,1
579652cfc381590a1c83baac,1
579652cfc381590a1c83baae,1
579652d3c381590a1c83bab0,1
579652d4c381590a1c83bab2,1
579652d4c381590a1c83bab4,1
579652d9c381590a1c83bab6,1
579652d9c381590a1c83bab8,1
579652dac381590a1c83baba,1
579652dcc381590a1c83babc,1
579652dcc381590a1c83babe,1
579652ddc381590a1c83bac0,1
579652e1c381590a1c83bac2,1
579652e5c381590a1c83bac4,1
579652e5c381590a1c83bac6,1
579652e6c381590a1c83bac8,1
579652e9c381590a1c83baca,1
579652e9c381590a1c83bacc,1
579652e9c381590a1c83bace,1
579652ecc381590a1c83bad0,1
579652edc381590a1c83bad2,1
579652eec381590a1c83bad4,1
579652efc381590a1c83bad6,1
579652efc381590a1c83bad8,1
579652f0c381590a1c83bada,1
579652f0c381590a1c83badc,1
579652f0c381590a1c83bade,1
579652f1c381590a1c83bae0,1
579652f1c381590a1c83bae2,1
579652f1c381590a1c83bae4,1
Let's,33
chat,32
https://t.co/ZHgyknOGMc,1
"https://t.co/7HjJkVOUxF""",1
579652f1c381590a1c83bae6,1
579652f3c381590a1c83bae8,1
579652f5c381590a1c83baea,1
579652f8c381590a1c83baec,1
579652f8c381590a1c83baee,1
579652f9c381590a1c83baf0,1
579652fdc381590a1c83baf2,1
Push,19
579652fdc381590a1c83baf4,1
https://t.co/mINNnntU5O,1
"https://t.co/CVhs5wmxoX""",1
579652ffc381590a1c83baf6,1
579652ffc381590a1c83baf8,1
57965300c381590a1c83bafa,1
57965300c381590a1c83bafc,1
57965300c381590a1c83bafe,1
57965303c381590a1c83bb00,1
57965304c381590a1c83bb02,1
57965305c381590a1c83bb04,1
57965306c381590a1c83bb06,1
57965308c381590a1c83bb08,1
57965309c381590a1c83bb0a,1
meet,44
https://t.co/tp7uMwuRFZ,1
"https://t.co/pAoTzU0gV4""",1
57965309c381590a1c83bb0c,1
5796530ac381590a1c83bb0e,1
5796530cc381590a1c83bb10,1
5796530fc381590a1c83bb12,1
5796530fc381590a1c83bb14,1
57965312c381590a1c83bb16,1
57965313c381590a1c83bb18,1
57965313c381590a1c83bb1a,1
57965317c381590a1c83bb1c,1
57965319c381590a1c83bb1e,1
5796531ac381590a1c83bb20,1
5796531cc381590a1c83bb22,1
5796531ec381590a1c83bb24,1
57965322c381590a1c83bb26,1
57965323c381590a1c83bb28,1
57965323c381590a1c83bb2a,1
maybe,10
you'll,11
get,22
lucky,9
and,45
we'll,9
https://t.co/vScNDcMtQ8,1
"https://t.co/KeAt4vBoqd""",1
57965325c381590a1c83bb2c,1
57965325c381590a1c83bb2e,1
57965325c381590a1c83bb30,1
57965328c381590a1c83bb32,1
57965328c381590a1c83bb34,1
57965328c381590a1c83bb36,1
5796532ac381590a1c83bb38,1
5796532ac381590a1c83bb3a,1
5796532bc381590a1c83bb3c,1
5796532cc381590a1c83bb3e,1
5796532dc381590a1c83bb40,1
5796532dc381590a1c83bb42,1
5796532fc381590a1c83bb44,1
57965330c381590a1c83bb46,1
57965330c381590a1c83bb48,1
57965331c381590a1c83bb4a,1
57965331c381590a1c83bb4c,1
57965332c381590a1c83bb4e,1
57965332c381590a1c83bb50,1
57965332c381590a1c83bb52,1
57965334c381590a1c83bb54,1
57965334c381590a1c83bb56,1
57965337c381590a1c83bb58,1
57965337c381590a1c83bb5a,1
57965337c381590a1c83bb5c,1
57965338c381590a1c83bb5e,1
57965338c381590a1c83bb60,1
5796533ac381590a1c83bb62,1
5796533dc381590a1c83bb64,1
5796533ec381590a1c83bb66,1
57965344c381590a1c83bb68,1
57965346c381590a1c83bb6a,1
57965346c381590a1c83bb6c,1
57965347c381590a1c83bb6e,1
57965347c381590a1c83bb70,1
57965348c381590a1c83bb72,1
57965348c381590a1c83bb74,1
57965349c381590a1c83bb76,1
5796534ac381590a1c83bb78,1
5796534bc381590a1c83bb7a,1
5796534bc381590a1c83bb7c,1
Gyal,1
or,4
?,1
Cannot,1
pinpoint,1
better,6
"liar.""",1
5796534cc381590a1c83bb7e,1
5796534dc381590a1c83bb80,1
5796534ec381590a1c83bb82,1
5796534ec381590a1c83bb84,1
5796534fc381590a1c83bb86,1
57965351c381590a1c83bb88,1
57965352c381590a1c83bb8a,1
57965354c381590a1c83bb8c,1
57965355c381590a1c83bb8e,1
57965356c381590a1c83bb90,1
57965358c381590a1c83bb92,1
57965358c381590a1c83bb94,1
57965359c381590a1c83bb96,1
5796535cc381590a1c83bb98,1
5796535dc381590a1c83bb9a,1
5796535dc381590a1c83bb9c,1
5796535fc381590a1c83bb9e,1
57965360c381590a1c83bba0,1
57965361c381590a1c83bba2,1
57965361c381590a1c83bba4,1
57965362c381590a1c83bba6,1
57965367c381590a1c83bba8,1
57965369c381590a1c83bbaa,1
5796536ac381590a1c83bbac,1
5796536ac381590a1c83bbae,1
https://t.co/z8DIdRP6gH,1
"https://t.co/3cZOqDEney""",1
5796536ac381590a1c83bbb0,1
5796536dc381590a1c83bbb2,1
5796536fc381590a1c83bbb4,1
57965371c381590a1c83bbb6,1
57965371c381590a1c83bbb8,1
57965372c381590a1c83bbba,1
57965372c381590a1c83bbbc,1
57965375c381590a1c83bbbe,1
57965375c381590a1c83bbc0,1
57965375c381590a1c83bbc2,1
57965376c381590a1c83bbc4,1
http://t.co/jRQy5AkVtW,1
"http://t.co/aMuXZ3gcWy""",1
57965376c381590a1c83bbc6,1
5796537bc381590a1c83bbc8,1
5796537cc381590a1c83bbca,1
57965381c381590a1c83bbcc,1
57965382c381590a1c83bbce,1
57965388c381590a1c83bbd0,1
5796538ac381590a1c83bbd2,1
5796538fc381590a1c83bbd4,1
5796538fc381590a1c83bbd6,1
57965390c381590a1c83bbd8,1
57965391c381590a1c83bbda,1
57965393c381590a1c83bbdc,1
57965394c381590a1c83bbde,1
57965395c381590a1c83bbe0,1
57965396c381590a1c83bbe2,1
57965396c381590a1c83bbe4,1
57965399c381590a1c83bbe6,1
5796539ac381590a1c83bbe8,1
5796539ac381590a1c83bbea,1
5796539bc381590a1c83bbec,1
579653a0c381590a1c83bbee,1
579653a1c381590a1c83bbf0,1
579653a1c381590a1c83bbf2,1
579653a3c381590a1c83bbf4,1
579653a4c381590a1c83bbf6,1
579653a9c381590a1c83bbf8,1
579653aac381590a1c83bbfa,1
579653aac381590a1c83bbfc,1
579653aac381590a1c83bbfe,1
579653adc381590a1c83bc00,1
I'm,36
there-,31
https://t.co/eDmgg0hLwy,1
"https://t.co/YBSLuUYIwx""",1
579653adc381590a1c83bc02,1
579653afc381590a1c83bc04,1
579653b3c381590a1c83bc06,1
579653b5c381590a1c83bc08,1
579653b5c381590a1c83bc0a,1
579653b6c381590a1c83bc0c,1
579653b6c381590a1c83bc0e,1
579653b7c381590a1c83bc10,1
579653bac381590a1c83bc12,1
579653bac381590a1c83bc14,1
579653bbc381590a1c83bc16,1
579653bcc381590a1c83bc18,1
579653bcc381590a1c83bc1a,1
579653bec381590a1c83bc1c,1
579653bfc381590a1c83bc1e,1
579653bfc381590a1c83bc20,1
579653c0c381590a1c83bc22,1
#BeWicked,1
"https://t.co/PRD3BDT3Ck""",1
579653c0c381590a1c83bc24,1
579653c0c381590a1c83bc26,1
579653c3c381590a1c83bc28,1
579653c4c381590a1c83bc2a,1
579653c5c381590a1c83bc2c,1
579653c5c381590a1c83bc2e,1
579653c7c381590a1c83bc30,1
579653c7c381590a1c83bc32,1
579653cac381590a1c83bc34,1
579653cac381590a1c83bc36,1
579653cfc381590a1c83bc38,1
579653d2c381590a1c83bc3a,1
579653d2c381590a1c83bc3c,1
579653d4c381590a1c83bc3e,1
579653d4c381590a1c83bc40,1
579653d6c381590a1c83bc42,1
579653d7c381590a1c83bc44,1
579653d7c381590a1c83bc46,1
579653d8c381590a1c83bc48,1
579653d9c381590a1c83bc4a,1
579653dac381590a1c83bc4c,1
579653dbc381590a1c83bc4e,1
579653dbc381590a1c83bc50,1
579653ddc381590a1c83bc52,1
579653ddc381590a1c83bc54,1
579653e0c381590a1c83bc56,1
579653e0c381590a1c83bc58,1
579653e1c381590a1c83bc5a,1
579653e1c381590a1c83bc5c,1
579653e2c381590a1c83bc5e,1
579653e2c381590a1c83bc60,1
579653e2c381590a1c83bc62,1
579653e2c381590a1c83bc64,1
https://t.co/9gIc1m2aEG,3
"https://t.…""",3
579653e4c381590a1c83bc66,1
579653e5c381590a1c83bc68,1
579653e6c381590a1c83bc6a,1
579653e9c381590a1c83bc6c,1
579653eac381590a1c83bc6e,1
579653ebc381590a1c83bc70,1
579653edc381590a1c83bc72,1
579653f0c381590a1c83bc74,1
579653f7c381590a1c83bc76,1
579653f8c381590a1c83bc78,1
579653f9c381590a1c83bc7a,1
579653fac381590a1c83bc7c,1
579653fac381590a1c83bc7e,1
579653fac381590a1c83bc80,1
579653fbc381590a1c83bc82,1
579653fbc381590a1c83bc84,1
579653ffc381590a1c83bc86,1
579653ffc381590a1c83bc88,1
57965400c381590a1c83bc8a,1
57965401c381590a1c83bc8c,1
57965402c381590a1c83bc8e,1
57965402c381590a1c83bc90,1
57965403c381590a1c83bc92,1
57965403c381590a1c83bc94,1
57965405c381590a1c83bc96,1
🇧🇷,9
🔟,36
Neymar,10
🇨🇴,9
Teo,9
🇩🇪,9
Goretzka,9
🇳🇬,9
Mikel,9
See,10
#Rio2016,9
squads,9
👉,17
https://t.co/LYBnos86j5,9
"https://t.co/rXP52…""",9
57965406c381590a1c83bc98,1
57965406c381590a1c83bc9a,1
57965407c381590a1c83bc9c,1
57965408c381590a1c83bc9e,1
57965408c381590a1c83bca0,1
57965409c381590a1c83bca2,1
5796540ac381590a1c83bca4,1
5796540ac381590a1c83bca6,1
5796540cc381590a1c83bca8,1
5796540cc381590a1c83bcaa,1
5796540cc381590a1c83bcac,1
5796540dc381590a1c83bcae,1
5796540dc381590a1c83bcb0,1
5796540dc381590a1c83bcb2,1
5796540ec381590a1c83bcb4,1
5796540fc381590a1c83bcb6,1
5796540fc381590a1c83bcb8,1
5796540fc381590a1c83bcba,1
5796540fc381590a1c83bcbc,1
5796540fc381590a1c83bcbe,1
5796540fc381590a1c83bcc0,1
57965411c381590a1c83bcc2,1
57965413c381590a1c83bcc4,1
57965413c381590a1c83bcc6,1
57965413c381590a1c83bcc8,1
57965414c381590a1c83bcca,1
57965415c381590a1c83bccc,1
57965415c381590a1c83bcce,1
57965417c381590a1c83bcd0,1
5796541ac381590a1c83bcd2,1
5796541cc381590a1c83bcd4,1
5796541ec381590a1c83bcd6,1
5796541ec381590a1c83bcd8,1
5796541ec381590a1c83bcda,1
5796541ec381590a1c83bcdc,1
5796541fc381590a1c83bcde,1
5796541fc381590a1c83bce0,1
5796541fc381590a1c83bce2,1
5796541fc381590a1c83bce4,1
57965420c381590a1c83bce6,1
57965420c381590a1c83bce8,1
57965421c381590a1c83bcea,1
57965422c381590a1c83bcec,1
57965423c381590a1c83bcee,1
57965423c381590a1c83bcf0,1
57965423c381590a1c83bcf2,1
57965425c381590a1c83bcf4,1
57965427c381590a1c83bcf6,1
57965427c381590a1c83bcf8,1
